code,description
63045,LAM FACETECTOMY & FORAMOTOMY 1 SEGMENT CERVICAL
63046,LAM FACETECTOMY & FORAMOTOMY 1 SEGMENT THORACIC
63047,LAM FACETECTOMY & FORAMOTOMY 1 SEGMENT LUMBAR
63048,LAM FACETECTOMY&FORAMTOMY 1 SGM EA CRV THRC/LMBR
63050,LAMOP CERVICAL W/DCMPRN SPI CORD 2/> VERT SEG
63051,LAMOPLASTY CERVICAL DCMPRN CORD 2/> SEG RCNSTJ
63055,Release of middle spinal cord and/or nerves
63056,Release of lower spinal cord and/or nerves
63057,TRANSPEDICULAR DCMPRN 1 SEG EA THORACIC/LUMBAR
63064,COSTOVERTEBRAL DCMPRN SPINAL CORD THORACIC 1 SEG
63066,COSTOVERTEBRAL DCMPRN SPINE CORD THORACIC EA SEG
63075,DISCECTOMY ANT DCMPRN CORD CERVICAL 1 NTRSPC
63076,DISCECTOMY ANT DCMPRN CORD CERVICAL EA NTRSPC
63077,DISCECTOMY ANT DCMPRN CORD THORACIC 1 NTRSPC
63078,DISCECTOMY ANT DCMPRN CORD THORACIC EA NTRSPC
63081,VERTEBRAL CORPECTOMY ANT DCMPRN CERVICAL 1 SEG
63082,VERTEBRAL CORPECTOMY DCMPRN CERVICAL EA SEG
63085,VERTEBRAL CORPECTOMY DCMPRN CORD THORACIC 1 SEG
63086,VERTEBRAL CORPECTOMY DCMPRN CORD THORACIC EA SEG
63087,VCRPEC THORACOLMBR DCMPRN LWR THRC/LMBR 1 SEG
63088,VCRPEC THORACOLMBR DCMPRN LWR THRC/LMBR EA SEG
63090,VCRPEC TRANSPRTL/RPR DCMPRN THRC LMBR/SAC 1 SEG
63091,VCRPEC TRANSPRTL/RPR DCMPRN THRC LMBR/SAC EA SEG
63101,VERTEB CORPECT LAT XTRCAVITARY DCMPRN THRC 1 SEG
63102,VERTEB CORPECT LAT XTRCAVITARY DCMPRN LMBR 1 SEG
63103,VCRPEC LAT XTRCAVITARY DCMPRN THRC/LMBR EA SEG
63170,Laminectomy of thoracic spine with myelotomy
63172,LAM W/DRG INTRMEDULLARY CYST/SYRINX SUBARACHNOID
63173,LAM W/DRG INTRMEDULRY CYST/SYRINX PRTL/PLEURAL
63180,"Laminectomy and section of dentate ligaments, with or without dural graft, cervical; 1 or 2 segments (Deprecated) "
63182,"Laminectomy and section of dentate ligaments, with or without dural graft, cervical; more than 2 segments (Deprecated) "
63185,LAMINECTOMY W/RHIZOTOMY 1/2 SEGMENTS
63190,LAMINECTOMY W/RHIZOTOMY > 2 SEGMENTS
63191,LAMINECTOMY W/SECTION SPINAL ACCESSORY NERVE
63194,LAM CORDOTOMY SCTJ 1 SPINOTHALMIC TRACT CERVICAL
63195,LAM CORDOTOMY SCTJ 1 SPINOTHALMIC TRACT THORACIC
63196,LAM CORDOTOMY SCTJ BOTH SPINOTHALMIC TRACTS CRV
63197,LAM CORDOTOMY SCTJ BOTH SPINOTHALMIC TRACT THRC
63198,LAM CORDOTOMY SCTJ BOTH TRACTS 2 STAGES CERVICAL
63199,LAM CORDOTOMY SCTJ BOTH TRACTS 2 STAGES THORACIC
63200,LAMINECTOMY RELEASE TETHERED SPINAL CORD LUMBAR
63250,LAM EXC/OCCLUSION AVM SPINAL CORD CERVICAL
63251,LAM EXC/OCCLUSION AVM SPINAL CORD THORACIC
63252,LAM EXC/OCCLUSION AVM SPI CORD THORACOLUMBAR
63265,LAM EXC/EVAC ISPI LES OTH/THN NEO XDRL CERVICAL
63266,LAM EXC/EVAC ISPI LES OTH/THN NEO XDRL THORACIC
63267,LAM EXC/EVAC ISPI LESION OTH/THN NEO XDRL LUMBAR
63268,LAM EXC/EVAC ISPI LES OTH/THN NEO XDRL SACRAL
63270,LAM EXC ISPI LES OTH/THN NEO IDRL CERVICAL
63271,LAM EXC ISPI LES OTH/THN NEO IDRL THORACIC
63272,LAM EXC ISPI LES OTH/THN NEO IDRL LUMBAR
63273,LAM EXC ISPI LES OTH/THN NEO IDRL SACRAL
63275,LAMINECTOMY BX/EXC ISPI NEO XDRL CERVICAL
63276,LAMINECTOMY BX/EXC ISPI NEO XDRL THORACIC
63277,LAMINECTOMY BX/EXC ISPI NEO XDRL LUMBAR
63278,LAMINECTOMY BX/EXC ISPI NEO XDRL SACRAL
63280,LAM BX/EXC ISPI NEO IDRL XMED CERVICAL
63281,LAM BX/EXC ISPI NEO IDRL XMED THORACIC
63282,LAM BX/EXC ISPI NEO IDRL XMED LUMBAR
63283,LAM BX/EXC ISPI NEO IDRL SACRAL
63285,LAM BX/EXC ISPI NEO IDRL IMED CERVICAL
63286,LAM BX/EXC ISPI NEO IDRL IMED THORACIC
63287,LAM BX/EXC ISPI NEO IDRL IMED THORACOLMBR
63290,LAM BX/EXC ISPI NEO XDRL-IDRL LES ANY LVL
63295,OSTPL RCNSTJ DORSAL SPI ELMNTS FLWG ISPI PX
63300,VCRPEC LES 1 SGM XDRL CERVICAL
63301,VCRPEC LES 1 SGM XDRL THORACIC TTHRC
63302,VCRPEC LES 1 SEG XDRL THRC THORACOLMBR
63303,VCRPEC LES 1 SEG XDRL LMBR/SAC TRANSPRTL/RPR
63304,"Removal of upper spine bone growth, intradural"
63305,VERTEBRAL CORPECTOMY LES 1 SEG IDRL THRC TTHRC
63306,VERTEBRL CORPECT LES 1 SEG IDRL THRC THORACOLMBR
63307,VCRPEC LES 1 SEG IDRL LMBR/SAC TRANSPRTL/RPR
63308,Removal of spine bone growth
63600,CREATION LES SPINAL CORD STEREOTACTIC METHOD PRQ
63610,STRTCTC STIMJ SPI CORD PRQ SPX N/FLWD OTH SURG
63615,"Stereotactic biopsy, aspiration, or excision of lesion, spinal cord (Deprecated) "
63620,STEREOTACTIC RADIOSURGERY 1 SPINAL LESION
63621,STEREOTACTIC RADIOSURGERY EA ADDL SPINAL LESION
63650,PRQ IMPLTJ NSTIM ELECTRODE ARRAY EPIDURAL
63655,LAM IMPLTJ NSTIM ELTRDS PLATE/PADDLE EDRL
63660,
63661,RMVL SPINAL NSTIM ELTRD PRQ ARRAY INCL FLUOR
63662,Removal of spinal neurostimulator electrodes
63663,REVJ INCL RPLCMT NSTIM ELTRD PRQ RA INCL FLUOR
63664,REVJ INCL RPLCMT NSTIM ELTRD PLT/PDLE INCL FLUOR
63685,INSJ/RPLCMT SPI NPGR DIR/INDUXIVE COUPLING
63688,REVJ/RMVL IMPLANTED SPINAL NEUROSTIM GENERATOR
63690,
63691,
63700,REPAIR MENINGOCELE < 5 CM DIAMETER
63702,REPAIR MENINGOCELE > 5 CM DIAMETER
63704,REPAIR MYELOMENINGOCELE < 5 CM DIAMETER
63706,REPAIR MYELOMENINGOCELE > 5 CM DIAMETER
63707,Repair of dural fluid leak
63709,Laminectomy and repair of dural fluid leak
63710,DURAL GRAFT SPINAL
63740,Creation of spinal fluid shunt
63741,CRTJ SHUNT LMBR SARACH-PRTL-PLEURAL PRQ X LAM
63744,Revision of lumbosubarachnoid shunt
63746,Removal of lower spinal canal shunt
64400,INJECTION AA&/STRD TRIGEMINAL NERVE EACH BRANCH
64402,"Injection, anesthetic agent; facial nerve (Deprecated) "
64405,INJECTION AA&/STRD GREATER OCCIPITAL NERVE
64408,INJECTION AA&/STRD VAGUS NERVE
64410,"Injection, anesthetic agent; phrenic nerve (Deprecated) "
64412,Injection of anesthetic agent into spinal accessory nerve (Deprecated) 
64413,"Injection, anesthetic agent; cervical plexus (Deprecated) "
64415,INJECTION AA&/STRD BRACHIAL PLEXUS
64416,INJECTION AA&/STRD BRACHIAL PLEXUS CONT NFS CATH
64417,INJECTION AA&/STRD AXILLARY NERVE
64418,INJECTION AA&/STRD SUPRASCAPULAR NERVE
64420,INJECTION AA&/STRD INTERCOSTAL NRV SINGLE LVL
64421,INJECTION AA&/STRD INTERCOSTAL NRV EA ADDL LVL
64425,INJECTION AA&/STRD ILIOINGUINAL IH NERVES
64430,INJECTION AA&/STRD PUDENDAL NERVE
64435,INJECTION AA&/STRD PARACERVICAL NERVE
64440,
64441,
64442,
64443,
64445,INJECTION AA&/STRD SCIATIC NERVE
64446,INJECTION AA&/STRD SCIATIC NERVE CONT NFS CATH
64447,INJECTION AA&/STRD FEMORAL NERVE
64448,INJECTION AA&/STRD FEMORAL NERVE CONT NFS CATH
64449,INJECTION AA&/STRD LUMBAR PLEXUS CONT NFS CATH
64450,Injection of steroid into peripheral nerve
64451,INJECTION AA&/STRD NERVES NRVTG SI JOINT W/IMG
64454,INJECTION AA&/STRD GENICULAR NRV BRANCHES W/IMG
64455,NJX AA&/STRD PLANTAR COMMON DIGITAL NERVES
64461,PVB THORACIC SINGLE INJECTION SITE W/IMG GID
64462,PVB THORACIC SECOND & ADDL INJ SITE W/IMG GID
64463,PVB THORACIC CONT CATHETER INFUSION W/IMG GID
64470,
64472,
64475,
64476,
64479,NJX AA&/STRD TFRML EPI CERVICAL/THORACIC 1 LEVEL
64480,NJX AA&/STRD TFRML EPI CERVICAL/THORACIC EA ADDL
64483,NJX AA&/STRD TFRML EPI LUMBAR/SACRAL 1 LEVEL
64484,NJX AA&/STRD TFRML EPI LUMBAR/SACRAL EA ADDL
64486,TAP BLOCK UNILATERAL BY INJECTION(S)
64487,TAP BLOCK UNILATERAL BY CONTINUOUS INFUSION(S)
64488,TAP BLOCK BILATERAL BY INJECTION(S)
64489,TAP BLOCK BILATERAL BY CONTINUOUS INFUSION(S)
64490,NJX DX/THER AGT PVRT FACET JT CRV/THRC 1 LEVEL
64491,NJX DX/THER AGT PVRT FACET JT CRV/THRC 2ND LEVEL
64492,NJX DX/THER AGT PVRT FACET JT CRV/THRC 3+ LEVEL
64493,NJX DX/THER AGT PVRT FACET JT LMBR/SAC 1 LEVEL
64494,NJX DX/THER AGT PVRT FACET JT LMBR/SAC 2ND LEVEL
64495,NJX DX/THER AGT PVRT FACET JT LMBR/SAC 3+ LEVEL
64505,INJECTION ANES AGENT SPHENOPALATINE GANGLION
64508,"Injection, anesthetic agent; carotid sinus (separate procedure) (Deprecated) "
64510,NJX ANES STELLATE GANGLION CRV SYMPATHETIC
64517,INJECTION ANES SUPERIOR HYPOGASTRIC PLEXUS
64520,INJECTION ANES LMBR/THRC PARAVERTBRL SYMPATHETIC
64530,Injection of anesthetic agent into celiac plexus
64550,"Application of surface (transcutaneous) neurostimulator (eg, TENS unit) (Deprecated) "
64553,PRQ IMPLTJ NEUROSTIMULATOR ELTRD CRANIAL NERVE
64555,PRQ IMPLTJ NEUROSTIMULATOR ELTRD PERIPHERAL NRV
64560,
64561,PRQ IMPLTJ NEUROSTIM ELTRD SACRAL NRVE W/IMAGING
64565,Percutaneous implantation of neurostimulator electrode array; neuromuscular (Deprecated) 
64566,POST TIB NEUROSTIMULATION PRQ NEEDLE ELECTRODE
64568,INC IMPLTJ CRNL NRV NSTIM ELTRDS & PULSE GENER
64569,REVISION/REPLMT NEUROSTIMLATOR ELTRD CRANIAL NRV
64570,REMOVAL CRNL NRV NSTIM ELTRDS & PULSE GENERATO
64573,
64575,INC IMPLTJ PERIPH NERVE NEUROSTIMULATOR ELTRD
64577,
64580,INC IMPLTJ NSTIM ELTRD NEUROMUSCULAR
64581,INC IMPLTJ NEUROSTIMULATOR ELTRD SACRAL NERVE
64585,REVJ/RMVL PERIPHERAL NEUROSTIMULATOR ELECTRODE
64590,INSERTION/RPLCMT PERIPHERAL/GASTRIC NPGR
64595,REVISION/RMVL PERIPHERAL/GASTRIC NPGR
64600,DSTRJ TRIGEMINAL NRV SUPRAORB INFRAORB BRANCH
64605,DSTRJ NEUROLYTIC TRIGEMINAL NRV 2/3 DIV BRANCH
64610,DSTRJ NEURLYTIC TRIGEM NRV 2/3 DIV RADIO MONITOR
64611,CHEMODENERV PAROTID&SUBMANDIBL SALIVARY GLNDS
64612,CHEMODNRVTJ MUSC MUSC INNERVATED FACIAL NRV UNIL
64613,
64614,
64615,CHEMODERVATE FACIAL/TRIGEM/CERV MUSC MIGRAINE
64616,Unilateral chemodenervation of muscle of neck
64617,CHEMODENERVATION MUSCLE LARYNX UNILAT W/EMG
64620,Injection of agent to destroy rib nerve
64622,
64623,
64624,DESTRUCTION NEUROLYTIC AGT GENICULAR NERVE W/IMG
64625,RADIOFREQUENCY ABLTJ NRV NRVTG SI JT W/IMG GDN
64626,
64627,
64630,DSTRJ NEUROLYTIC AGENT PUDENDAL NERVE
64632,Destruction of nerve of foot
64633,DSTR NROLYTC AGNT PARVERTEB FCT SNGL CRVCL/THORA
64634,DSTR NROLYTC AGNT PARVERTEB FCT ADDL CRVCL/THORA
64635,DSTR NROLYTC AGNT PARVERTEB FCT SNGL LMBR/SACRAL
64636,DSTR NROLYTC AGNT PARVERTEB FCT ADDL LMBR/SACRAL
64640,Destruction of peripheral nerve or branch
64642,CHEMODENERVATION ONE EXTREMITY 1-4 MUSCLE
64643,CHEMODENERVATION 1 EXTREMITY EA ADDL 1-4 MUSCLE
64644,CHEMODENERVATION 1 EXTREMITY 5 OR MORE MUSCLES
64645,CHEMODENERVATION 1 EXTREMITY EA ADDL 5/> MUSCLES
64646,CHEMODENERVATION OF TRUNK MUSCLE 1-5 MUSCLES
64647,Chemodenervation of muscle of trunk
64650,CHEMODENERVATION ECCRINE GLANDS BOTH AXILLAE
64653,"Chemodenervation of eccrine gland, per day"
64680,DSTRJ NEUROLYTIC W/WO RAD MONITOR CELIAC PLEXUS
64681,DSTRJ NULYT W/WORAD MNTR SUPRIOR HYPOGSTR PLEXUS
64702,Release of nerve of finger
64704,NEUROPLASTY NERVE HAND/FOOT
64708,Open neuroplasty of ulnar nerve
64712,Open neuroplasty of sciatic nerve
64713,Open neuroplasty of brachial plexus
64714,Open neuroplasty of lumbar plexus
64716,Neuroplasty of vagal nerve
64718,Neuroplasty of ulnar nerve at elbow
64719,Neuroplasty of ulnar nerve at wrist
64721,Neuroplasty of median nerve at carpal tunnel
64722,Decompression of nerve
64726,Release of nerve at sole of foot
64727,INTERNAL NEUROLYSIS REQ OPERATING MICROSCOPE
64732,Avulsion of supraorbital nerve
64734,Avulsion of infraorbital nerve
64736,Avulsion of mental nerve
64738,TRANSECTION/AVULSION INF ALVEOLAR NRV W/OSTEO
64740,Avulsion of lingual nerve
64742,Complete avulsion of facial nerve
64744,Avulsion of greater occipital nerve
64746,Avulsion of phrenic nerve
64752,Incision or removal of nerve to abdomen (Deprecated) 
64755,TRANSECTION/AVULSION VAGUS NERVES
64760,Incision or removal of nerve to abdomen
64761,Incision or removal of nerve to external genitals bladder and rectum openings (Deprecated) 
64763,Avulsion of extrapelvic obturator nerve
64766,Avulsion of intrapelvic obturator nerve
64771,Incision or removal of cranial nerve
64772,Avulsion of extradural spinal nerve
64774,Removal of growth of skin nerve
64776,EXC NEUROMA DIGITAL NERVE 1 OR BOTH SAME DIGIT
64778,EXCISION NEUROMA DIGITAL NRV EA ADDL DIGIT
64782,EXC NEUROMA HAND/FOOT XCP DIGITAL NERVE
64783,EXC NEUROMA HAND/FOOT EA NRV XCP SM DGT
64784,Removal of growth of peripheral nerve
64786,EXCISION NEUROMA SCIATIC NERVE
64787,IMPLANTATION NERVE END BONE/MUSCLE
64788,EXC NEUROFIBROMA/NEUROLEMMOMA CUTAN NRV
64790,EXC NEUROFIBROMA/NEUROLEMMOMA MAJOR PRPH NRV
64792,Extensive excision of neurolemmoma
64795,BIOPSY NERVE
64802,SYMPATHECTOMY CERVICAL
64804,Cervicothoracic sympathectomy
64809,SYMPATHECTOMY THORACOLUMBAR
64818,SYMPATHECTOMY LUMBAR
64820,Sympathectomy of each digital artery
64821,SYMPATHECTOMY RADIAL ARTERY
64822,SYMPATHECTOMY ULNAR ARTERY
64823,SYMPATHECTOMY SUPERFICIAL PALMAR ARCH
64830,
64831,Suture of single digital nerve of foot
64832,SUTR DIGITAL NRV HAND/FOOT EA DGTAL NRV
64834,Suture of hand or foot common sensory nerve
64835,SUTURE 1 NERVE MEDIAN MOTOR THENAR
64836,SUTURE 1 NERVE ULNAR MOTOR
64837,Suture of hand or foot nerve
64840,SUTURE POSTERIOR TIBIAL NERVE
64856,SUTR PRPH NRV ARM/LEG XCP SCIATIC W/TRPOS
64857,"Suture of peripheral nerve, arm or leg"
64858,SUTURE SCIATIC NERVE
64859,Suture of peripheral nerve
64861,SUTURE BRACHIAL PLEXUS
64862,SUTURE LUMBAR PLEXUS
64864,SUTURE FACIAL NERVE EXTRACRANIAL
64865,Suture of facial nerve at temple
64866,ANASTOMOSIS FACIAL-SPINAL ACCESSORY
64868,ANASTOMOSIS FACIAL HYPOGLOSSAL
64870,Anastomosis; facial-phrenic (Deprecated) 
64872,Delayed suture of nerve
64874,Transposition and suture of nerve
64876,SUTURE NERVE REQ SHORTENING BONE EXTREMITY
64885,NERVE GRAFT HEAD/NECK </ 4 CM
64886,NERVE GRAFT HEAD/NECK >4 CM
64890,NERVE GRAFT 1 STRAND HAND/FOOT </4 CM
64891,NRV GRF 1 STRAND HAND/FOOT >4 CM
64892,NERVE GRAFT 1 STRAND ARM/LEG <4 CM
64893,NERVE GRAFT 1 STRAND ARM/LEG >4 CM
64895,NERVE GRAFT MLT STRANDS HAND/FOOT </4 CM
64896,NERVE GRAFT MLT STRANDS HAND/FOOT > 4 CM
64897,NERVE GRAFT MLT STRANDS ARM/LEG </4 CM
64898,NERVE GRAFT MLT STRANDS ARM/LEG >4 CM
64901,NERVE GRAFT EACH NERVE 1 STRAND
64902,NERVE GRAFT EACH NERVE MULTIPLE STRANDS
64905,NERVE PEDICLE TRANSFER FIRST STAGE
64907,NERVE PEDICAL TRANSFER SECOND STAGE
64910,Repair of nerve with graft
64911,Repair of nerve using vein graft
64912,NERVE REPAIR W/NERVE ALLOGRAFT FIRST STRAND
64913,NERVE REPAIR W/NERVE ALLOGRAFT EA ADDL STRAND
64999,Nervous system procedure
65091,Evisceration of ocular contents
65093,EVISCERATION OCULAR CONTENTS W/IMPLANT
65101,Removal of eyeball
65103,Removal of eyeball with implant
65105,ENUCLEATION EYE IMPLT MUSC ATTACHED IMPLT
65110,Exenteration of orbit
65112,Removal of eye contents and orbital bone
65114,EXNTJ ORBIT RMVL ORB CNTS W/MUSC/MYOQ FLAP
65125,Placement of peg in ocular implant
65130,INSJ OC IMPLT SEC AFTER EVSC SCLL SHELL
65135,INSJ OC IMPLT AFTER ENCL MUSC X ATTACHED
65140,INSJ OC IMPLT AFTER ENCL MUSC ATTACHED
65150,Reinsertion of ocular implant
65155,REINSERTION OCULAR IMPLT RNFCMT &/ ATTACH MUSCLE
65175,REMOVAL OCULAR IMPLANT
65205,REMOVAL FB EYE CONJUNCTIVAL SUPERFICIAL
65210,Removal of scleral foreign body
65220,Removal of corneal foreign body
65222,RMVL FB XTRNL EYE CORNEAL W/SLIT LAMP
65235,Removal of foreign body from lens
65260,RMVL FB IO FROM POST SEG MAG XTRJ ANT/POST ROUTE
65265,RMVL FB IO FROM POST SEG NONMAGNETIC XTRJ
65270,Repair of lacerated conjunctiva
65272,RPR LAC CJNC MOBLJ& REARGMT W/O HOSPITALIZATION
65273,RPR LAC CJNC MOBLJ & REARGMT W/HOSPIZATION
65275,Repair of lacerated cornea
65280,RPR LAC CORNEA&/SCLERA PERFOR X INVG UVEAL TIS
65285,RPR LAC CORN&/SCLRA PERF W/REPOS/RESCJ UVEAL T
65286,Repair of lacerated cornea and/or sclera
65290,Repair of wound of Tenon's capsule
65400,Removal of growth of cornea
65410,BIOPSY CORNEA
65420,Excision of pterygium
65426,Excision of pterygium with graft
65430,Scraping of cornea for diagnosis
65435,Removal of corneal epithelium
65436,RMVL CORNEAL EPITHELIUM W/APPL CHELATING AGENT
65450,Cryosurgery of lesion of cornea
65600,Multiple punctures of cornea
65710,KERATOPLASTY ANTERIOR LAMELLAR
65730,Penetrating corneal transplant
65750,KERATOPLASTY PENETRAING APHAKIA
65755,KERATOPLASTY PENETRATING PSEUDOPHAKIA
65756,KERATOPLASTY ENDOTHELIAL
65757,Preparation of corneal tissue for transplant
65760,Keratomileusis 
65765,Keratophakia 
65767,Epikeratoplasty 
65770,Keratoprosthesis 
65771,Radial keratotomy 
65772,Incisions to cornea to correct astigmatism
65775,CRNL WEDGE RESCJ CORRJ INDUCED ASTIGMATISM
65778,Insertion of amniotic membrane to eye surface
65779,PLACE AMNIOTIC MEMBRANE OCULAR SURFACE SUTURED
65780,Transplantation of fetal sac tissue to cornea
65781,Transplantation of stem cells to cornea
65782,OCCULAR SURFACE RECONSTRUCTION LIMBAL AUTOGRAFT
65785,Implantation of corneal ring segments
65800,"Aspiration of eye fluid, simple"
65805,
65810,"Aspiration of eye fluid, complex"
65815,Aspiration of blood from eye
65820,Goniotomy 
65850,Trabeculotomy ab externo 
65855,Laser trabeculoplasty
65860,Laser removal of scar tissue in eye
65865,Incision of goniosynechiae
65870,SEVERING ADS ANT SEG INCAL SPX ANT SYNECHIAE
65875,SEVERING ADS ANT SEG INCAL SPX POST SYNECHIAE
65880,Removal of corneal scar tissue
65900,Removal of outer lining of cornea
65920,Removal of implanted lens in eye
65930,Removal of blood clot from eye
66,Surgical team 
66020,Injection of air or liquid into eye
66030,Injection of medication into eye
66130,EXCISION LESION SCLERA
66150,FSTLJ SCLERA GLAUCOMA TREPHIN W/IRIDECTOMY
66155,FSTLJ SCLERA GLAUCOMA THERMOCAUT IRRIDEC
66160,FSTLJ SCLERA SCLERECTOMY PUNCH/SCISSORS IRIDECT
66165,Creation of eye fluid drainage tract (Deprecated) 
66170,FSTLJ SCLERA GLAUCOMA TRABECULECT AB EXTERNO
66172,FSTLJ SCLERA GLC TRBEC AB EXTERNO SCARRING
66174,Dilation to improve eye fluid flow
66175,TRLUML DILAT AQUEOUS CANAL W/DEVICE/STENT
66179,Creation of shunt to improve eye fluid flow
66180,AQUEOUS SHUNT EXTRAOC EQUAT PLATE RSVR W/GRAFT
66183,INSERT ANTER DRAINAGE DEV W/O EXTRAOC RESERVOIR
66184,REVJ SHUNT EXTRAOCULAR RESERVOIR W/O GRAFT
66185,Revision of eye fluid drainage shunt with graft
66220,Repair of scleral staphyloma; without graft (Deprecated) 
66225,REPAIR SCLERAL STAPHYLOMA W/GRAFT
66250,REVJ/RPR OPRATIVE WOUND ANTERIOR SEGMENT
66500,Iridotomy by stab incision
66505,IRIDOTOMY STAB INC SPX TRANSFIXION
66600,Removal of iris and growth
66605,IRDEC CRNLSCLRL/CRNL SCTJ CYCLECTOMY
66625,IRDEC CRNLSCLRL/CRNL SCTJ PRPH GLC SPX
66630,IRDEC CRNLSCLRL/CRNL SCTJ SECTOR GLC SPX
66635,IRDEC CRNLSCLRL/CRNL SCTJ OPTICAL SPX
66680,REPAIR IRIS CILIARY BODY
66682,Suture of iris and ciliary body
66700,Destruction of lens tissue
66710,Transscleral cyclophotocoagulation
66711,Endoscopic cyclophotocoagulation
66720,CILIARY BODY DESTRUCTION CRYOTHERAPY
66740,CILIARY BODY DESTRUCTION CYCLODIALYSIS
66761,"Laser iridotomy, per session"
66762,Iridoplasty by photocoagulation
66770,Destruction of cyst of iris
66820,DISCISSION SECONDARY MEMBRANOUS CATARACT
66821,POST-CATARACT LASER SURGERY
66825,Repositioning of lens prosthesis
66830,RMVL SEC MEMBRANOUS CTRC CORNEO-SCLL SCTJ
66840,Aspiration removal of lens material
66850,RMVL LENS MATERIAL PHACOFRAGMENTATION ASPIR
66852,Removal of lens material
66920,RMVL LENS MATERIAL INTRACAPSULAR
66930,Intracapsular removal of dislocated lens
66940,REMOVAL LENS MATERIAL EXTRACAPSULAR
66982,XCAPSL CTRC RMVL INSJ IO LENS PROSTH CPLX WO ECP
66983,ICAPSULAR CATARACT XTRJ INSJ IO LENS PRSTH 1 STG
66984,XCAPSL CTRC RMVL INSJ IO LENS PROSTH W/O ECP
66985,Insertion of lens prosthesis
66986,EXCHANGE INTRAOCULAR LENS
66987,XCAPSL CTRC RMVL INSJ IO LENS PROSTH CPLX W/ECP
66988,XCAPSL CTRC RMVL INSJ IO LENS PROSTH W/ECP
66990,USE OPHTHALMIC ENDOSCOPE
66999,Anterior (front) eye procedure
67005,RMVL VITREOUS ANT APPR PARTIAL REMOVAL
67010,RMVL VITREOUS ANT APPR SUBTOT RMVL MECH VITRECT
67015,Release of vitreous fluid by pars plana approach
67025,Injection of synthetic eye fluid
67027,Implantation of eye drug delivery system
67028,Injection of drug into eye
67030,DISCISSION VITREOUS STRANS PARS PLANA APPROACH
67031,Laser severing of vitreous sheet
67036,VITRECTOMY MECHANICAL PARS PLANA
67038,
67039,VITRECTOMY MCHNL PARS PLNA FOCAL ENDOLASER PC
67040,VTRECTOMY MCHNL PARS PLNA ENDOLASER PANRTA PC
67041,Removal of membrane from the retina
67042,VITRECTOMY PARS PLANA REMOVE INT MEMB RETINA
67043,VITRECTOMY PARS PLANA REMOVE SUBRETINAL MEMBRANE
67101,Repair of retinal detachment by diathermy
67105,RPR RETINAL DTCHMNT DRG SUBRETINAL FLUID PC
67107,REPAIR RETINAL DETACHMENT SCLERAL BUCKLING
67108,RPR RETINAL DTCHMNT W/VITRECTOMY ANY METH
67110,RPR RETINAL DTCHMNT INJECTION AIR/OTHER GAS
67112,"Repair of retinal detachment; by scleral buckling or vitrectomy, on patient having previous ipsilateral retinal detachment repair(s) using scleral buckling or vitrectomy techniques (Deprecated) "
67113,RPR COMPLEX RETINA DETACH VITRECT &MEMBRANE PEEL
67115,Release of retinal encircling material
67120,RMVL IMPLNT MATL POSTERIOR SEGMENT EXTRAOCULAR
67121,RMVL IMPLT MATRL POSTERIOR SEGMENT INTRAOCULAR
67141,PROPH RTA DTCHMNT W/O DRG 1/> SESS CRTX DTHRM
67145,PROPH RTA DTCHMNT W/O DRG 1/> SESS
67208,Diathermy of lesion of choroid
67210,DSTRJ LOCLZD LESION RETINA 1/> SESS PC
67218,DSTRJ LESION RETINA 1/> SESS RADJ IMPLTJ
67220,DSTRJ LESION CHOROID PC 1/> SESS
67221,DSTRJ LESION CHOROID PHOTODYNAMIC THERAPY
67225,DSTRJ LESION CHOROID PDT 2ND EYE 1 SESSION
67227,Diathermy of extensive retinopathy
67228,Photocoagulation of extensive retinopathy
67229,EXTENSIVE RETINOPATHY 1/> SESS PRETERM INFANT
67250,Scleral reinforcement
67255,Scleral reinforcement using graft
67299,Procedure at back of eye
67311,STRABISMUS RECESSION/RESCJ 1 HRZNTL MUSC
67312,STRABISMUS RECESSION/RESCJ 2 HRZNTL MUSC
67314,STRABISMUS RECESSION/RESCJ 1 VER MUSC
67316,STRABISMUS RECESSION/RESCJ 2/MORE VER MUSC
67318,STRABISMUS ANY SUPERIOR OBLIQUE MUSCLE
67320,Transposition of extraocular muscle
67331,STRABISMUS PREVIOUS EYE X INVOLVE EO MUSC
67332,STRABISMUS SCARRING EO MUSC/RSTCV MYOPATHY
67334,Realignment of the eye by muscle fixation
67335,PLACEMENT ADJUSTABLE SUTURE STRABISMUS
67340,STRABISMUS EXPL&/RPR DETACHED EXTROCULAR MUSC
67343,Release of extensive eye scar tissue
67345,CHEMODENERVATION EXTRAOCULAR MUSCLE
67346,Biopsy of eye muscle
67350,
67399,Eye muscle procedure
67400,ORBITOTOMY W/O BONE FLAP EXPL W/WO BIOPSY
67405,Incision and drainage of cavity behind eye
67412,Removal of growth in cavity behind eye
67413,ORBITOTOMY W/O BONE FLAP W/RMVL FOREIGN BODY
67414,ORBITOTOMY W/O BONE FLAP W/RMVL BONE DCMPRN
67415,FINE NEEDLE ASPIRATION ORBITAL CONTENTS
67420,ORBITOTOMY BONE FLAP/WINDOW LAT RMVL LESION
67430,ORBITOTOMY BONE FLAP/WINDOW LATERAL RMVL FB
67440,ORBITOTOMY BONE FLAP/WINDOW LATERAL W/DRG
67445,ORBITOTOMY BONE FLAP/WINDOW LAT RMVL BONE DCMPRN
